STATE,DISTRICT,STATION_NUM,STATION,Latitude,Longtitude,Lat_SPEI,Lon_SPEI,Jun-04,Jul-04,Aug-04,Sep-04,Oct-04,Nov-04,Dec-04,Jan-05,Feb-05,Mar-05,Apr-05,May-05,Jun-05,Jul-05,Aug-05,Sep-05,Oct-05,Nov-05,Dec-05,Jan-06,Feb-06,Mar-06,Apr-06,May-06,Jun-06,Jul-06,Aug-06,Sep-06,Oct-06,Nov-06,Dec-06,Jan-07,Feb-07,Mar-07,Apr-07,May-07,Jun-07,Jul-07,Aug-07,Sep-07,Oct-07,Nov-07,Dec-07,Jan-08,Feb-08,Mar-08,Apr-08,May-08,Jun-08,Jul-08,Aug-08,Sep-08,Oct-08,Nov-08,Dec-08,Jan-09,Feb-09,Mar-09,Apr-09,May-09,Jun-09,Jul-09,Aug-09,Sep-09,Oct-09,Nov-09,Dec-09,Jan-10,Feb-10,Mar-10,Apr-10,May-10,Jun-10,Jul-10,Aug-10,Sep-10,Oct-10,Nov-10,Dec-10,Jan-11,Feb-11,Mar-11,Apr-11,May-11,Jun-11,Jul-11,Aug-11,Sep-11,Oct-11,Nov-11,Dec-11,Jan-12,Feb-12,Mar-12,Apr-12,May-12,Jun-12,Jul-12,Aug-12,Sep-12,Oct-12,Nov-12,Dec-12,Jan-13,Feb-13,Mar-13,Apr-13,May-13,Jun-13,Jul-13,Aug-13,Sep-13,Oct-13,Nov-13,Dec-13,Jan-14,Feb-14,Mar-14,Apr-14,May-14,Jun-14,Jul-14,Aug-14,Sep-14,Oct-14,Nov-14,Dec-14,Jan-15,Feb-15,Mar-15,Apr-15,May-15,Jun-15,Jul-15,Aug-15,Sep-15,Oct-15,Nov-15,Dec-15,Jan-16,Feb-16,Mar-16,Apr-16,May-16,Jun-16,Jul-16,Aug-16,Sep-16,Oct-16,Nov-16,Dec-16,Jan-17,Feb-17,Mar-17,Apr-17,May-17,Jun-17,Jul-17,Aug-17,Sep-17,Oct-17,Nov-17,Dec-17,Jan-18,Feb-18,Mar-18,Apr-18,May-18,Jun-18,Jul-18,Aug-18,Sep-18,Oct-18,Nov-18,Dec-18,Jan-19,Feb-19,Mar-19,Apr-19,May-19,Jun-19,Jul-19,Aug-19,Sep-19,Oct-19,Nov-19,Dec-19,Jan-20,Feb-20,Mar-20,Apr-20,May-20,Jun-20,Jul-20,Aug-20,Sep-20,Oct-20,Nov-20,Dec-20,Jan-21,Feb-21,Mar-21,Apr-21,May-21
ANDHRA PRADESH,VISAKHAPATNAM,1239,Chowduwada-GW,17.8,83,17.75,83,0.148,1.049,0.458,-0.148,-0.629,-0.458,-0.821,-1.049,-0.821,-0.629,-0.821,-0.629,-0.629,-1.049,-1.352,-0.458,1.049,0.821,0.821,0.821,1.049,1.352,0.821,0.821,0.629,0.148,0,0.148,0,0.148,0.148,-0.148,-0.148,-0.458,-0.299,0,1.89,1.89,0.821,0.821,0.629,0.299,0.299,0.458,0.629,0.629,1.352,1.049,0.458,0.299,1.049,0.629,-0.458,-0.629,-0.629,-0.458,-0.458,-1.049,-1.049,-1.049,-1.352,-0.821,-1.89,-1.89,-1.89,-1.89,-1.89,-1.89,-1.89,-1.89,-1.89,-1.352,-0.821,0.629,0.148,0.299,0.299,1.352,1.89,1.89,1.89,1.89,1.89,1.89,1.049,0.458,0.299,0,-0.148,0,-0.458,-0.299,-0.629,-0.299,-0.458,-0.821,-1.049,-1.352,-0.821,-0.299,-0.299,1.89,1.352,1.049,0.821,0.821,1.049,0.629,0,-0.299,-0.148,0.458,1.352,1.049,1.049,1.352,1.352,1.049,0.148,0.148,-0.148,0,1.352,1.352,1.89,-0.299,-0.299,0,-0.299,0.299,0.629,-0.458,1.352,1.352,1.89,1.049,0.458,0.458,0,0.299,0.299,0,-0.148,0.299,0.299,0.821,0.629,1.89,0.821,0.629,0.629,0.629,0.458,0.148,0,-0.148,-0.299,-0.629,-0.458,-1.049,-1.352,-1.352,-1.352,-0.821,-1.049,-0.821,-0.629,-0.299,-0.458,-0.458,-0.299,-0.629,-0.821,-1.049,-1.049,-1.352,-1.352,-1.352,-1.352,-1.89,-1.89,-1.89,-1.049,-1.352,0.148,-0.148,-0.148,-0.629,0,-0.148,0.458,1.352,0.821,-0.148,-0.629,-0.821,-1.049,-0.821,0.458,0.148,0.148,0.458,0.299,0.458
ANDHRA PRADESH,EAST GODAVARI,94,Gangavaram-4-GW,17.4,81.9,17.5,82,-1.352,-1.352,-1.049,-1.049,-1.049,-1.352,-1.352,-1.89,-1.89,-1.89,-1.89,-1.352,-1.89,-1.89,-1.89,-0.821,-0.821,-0.299,-0.148,-0.299,-0.148,0,-0.299,0,-0.299,-0.458,-0.148,0.821,0.629,0.458,0.299,0.299,0.299,0.299,0.299,0.299,0.458,0.821,1.352,1.352,1.352,1.89,1.352,1.352,1.89,1.89,1.352,1.352,1.89,1.89,0.821,0.148,0.148,0.148,0,0,0.148,0.148,0.148,0.148,0.148,-0.148,-0.458,-0.629,-0.629,-0.821,-1.049,-1.352,-1.049,-1.049,-1.049,-1.049,-0.629,0.148,0.299,0.458,0.458,0.821,0.458,0.629,0.458,0.458,0.629,0.629,0.629,0.299,0,-0.148,-0.299,-0.458,-0.629,-0.821,-0.821,-0.821,-0.821,-0.629,-0.458,-0.629,-0.629,-0.299,0.299,0.629,0.629,0.458,0.629,0.629,0.458,0.458,0.821,0.629,0.458,0,1.049,1.352,0.821,0.821,0.821,0.821,0.821,1.049,1.049,0.458,0.148,0.299,0,-0.148,-0.299,-0.629,-0.299,-0.299,-0.148,-0.148,0,-0.299,-0.299,-0.458,-0.458,-0.629,-0.821,-1.049,-1.352,-1.352,-1.352,-1.89,-1.049,-0.821,-0.821,-1.352,-1.352,-1.049,0.148,-0.148,-0.458,-0.458,-0.629,-0.821,-0.821,-1.049,-1.352,-1.89,-1.89,-1.89,-1.89,0.148,0,-0.148,0,-0.299,0.299,1.049,1.049,0.629,-0.148,0,-0.458,-0.458,-0.629,-0.629,-0.458,-0.458,-0.148,0,0.629,1.049,0.821,1.049,1.049,1.049,1.049,1.049,1.049,0.821,1.352,1.352,1.89,1.89,1.89,0.299,1.89,1.89,1.352,1.352,1.89,1.89
ANDHRA PRADESH,EAST GODAVARI,143,Eleswaram-GW,17.3,82.1,17.25,82,-0.148,-0.148,0.148,-0.148,-0.629,-0.458,0,0,-0.148,-0.148,-0.458,-1.049,-1.89,-1.89,-1.89,-0.629,1.352,0.299,0.148,0.299,0.299,0.148,-0.629,0.299,-1.049,-1.049,0.458,0.821,-0.148,0.629,0.821,1.352,1.352,0.821,0.821,-0.629,1.352,1.352,1.352,1.89,1.89,0.821,0.458,-0.629,-0.299,-0.821,-1.049,-0.821,-0.458,-0.629,-0.458,-1.049,-1.352,-0.299,-0.148,-1.89,-1.89,-1.89,0,0.629,-0.299,-0.821,-1.352,-0.299,-0.458,0.458,-0.299,-0.148,0.148,0,-1.352,-0.148,0.821,1.89,1.89,1.049,-0.299,1.352,1.049,1.89,1.049,1.352,1.352,0.458,-0.629,0,-0.629,-1.352,-0.821,1.049,-0.821,-1.049,-0.821,-1.049,0.148,0.821,-1.352,-1.352,-0.821,0,1.049,1.89,0.629,0.458,1.89,1.89,1.89,1.352,0.148,0.458,-0.148,-0.458,0.629,-0.148,1.352,0.821,0.821,1.049,0.629,1.89,0.629,0.821,-0.299,0.299,0,-0.629,1.89,0.148,0.629,0.629,1.049,0.148,1.89,-0.458,1.049,0.148,0.821,0.148,-1.049,0.629,-1.049,0.299,-1.89,-1.89,0.299,-0.299,0.821,1.352,0.458,-1.049,-1.89,1.049,0.458,0.458,-0.299,-0.458,1.049,1.049,-1.049,-1.89,-1.049,-0.821,0.299,-1.352,-1.352,-0.629,0.299,0,0.458,0.629,0,-0.821,-1.89,-1.89,-0.629,-0.299,0,-0.458,-0.148,-0.299,0,0.299,0.299,0.629,0.299,-1.352,-1.352,-0.821,-0.629,-1.352,-0.821,-1.352,-0.821,0.148,0.629,0.458,0.148,0,-0.458,-0.458,-0.458,-0.299,0.458,1.049
ANDHRA PRADESH,EAST GODAVARI,187,KS_Kothur-GW,17.5,82.5,17.5,82.5,0.629,-0.299,-0.821,-0.821,-1.352,-0.458,-0.821,-1.049,-0.821,-1.049,-0.629,-0.821,-1.049,-1.89,-1.89,0,1.352,1.049,-0.629,0.629,0.458,0.629,0.458,0.299,-0.299,-0.629,0.629,-0.458,-0.148,0.299,0.458,0,-0.148,0.148,0,-0.629,1.352,0.629,0,0.629,1.049,0.821,0.629,0.458,1.89,0.821,0.821,0.821,0.299,-0.458,-0.299,-0.629,-0.821,-1.352,-1.352,-1.352,-1.352,-1.352,-1.352,-1.049,-1.352,-1.352,-1.352,-1.89,-1.89,-1.89,-1.89,-1.89,-1.89,-1.89,-1.89,-0.458,0,1.352,1.89,1.89,0.821,1.352,1.89,1.89,1.352,1.352,1.352,1.352,0.821,0.821,1.352,1.049,0,-0.148,-0.299,0.148,0,0,0.299,0.148,-0.458,-0.148,-0.458,1.352,1.89,1.89,1.352,1.352,1.049,1.049,1.049,0.458,-0.821,-0.821,-1.049,-1.352,-0.299,0.629,0.821,0.821,0.629,0.458,0.629,1.049,-0.148,0,0.458,0.148,0.148,0,0,-0.458,0.148,-0.148,-0.148,-0.299,1.89,0.299,0.299,-0.299,0.299,0.458,0.148,-0.148,-1.049,-0.458,-1.049,0,0.458,1.89,1.049,0.821,0.629,-0.299,-0.458,-0.821,-0.458,-0.821,-0.821,-1.89,0.148,0.458,-0.629,-1.049,-1.049,-1.049,-1.049,0.299,-0.299,-0.299,-0.299,0.629,1.049,1.049,0.821,-0.148,-0.458,-0.821,-0.148,-0.629,-0.629,-0.629,-0.458,-1.352,-1.89,-1.049,-0.148,0.299,0.458,0.148,0.299,-0.299,0.299,0.299,0.148,-0.148,-0.629,0.148,0.148,0.458,-0.629,-0.629,1.049,1.049,0.821,1.89,1.89,1.89
ANDHRA PRADESH,EAST GODAVARI,297,Sitanagaram-1-GW,17.2,81.7,17.25,81.75,0.299,0,-0.148,-1.049,-0.629,-0.148,-0.148,-0.458,-0.148,-1.049,-0.629,-0.629,-1.049,-0.148,0.458,-0.148,1.352,1.89,0.629,0.458,0,-0.458,-0.148,0.299,-0.148,0.458,1.89,0.821,0.821,0.629,0.299,0.821,0.458,0.299,0.629,-1.89,0.148,0.821,0.299,0.458,1.049,1.352,0.821,0.299,0.299,0.148,0.458,0.458,0.629,-0.458,0.629,0.148,-0.299,0,0,-0.629,-0.299,-1.89,-1.352,-0.821,-1.89,-0.629,-1.352,-1.352,-1.352,-0.458,-0.299,0.148,-0.821,-0.821,-1.89,-1.049,-0.821,0.148,1.049,1.89,0.148,0.821,0.458,1.352,0.821,0.629,0.299,0.821,1.049,-0.299,-1.049,0.299,-0.148,-0.299,-0.458,-0.299,-0.458,-0.148,0,0,0,-1.352,0,1.049,0.458,1.049,1.049,0.629,0.629,1.049,0.821,0.629,1.352,1.049,-0.458,-0.821,1.89,0.458,0.148,1.049,1.352,0.458,-0.821,1.049,0.458,-0.821,-0.821,0,0.299,-0.629,-0.629,0,0.148,0,0.148,0.148,0.821,-1.049,-0.629,-0.629,-0.458,-1.89,-0.821,-0.148,-1.352,-0.629,-0.299,-0.299,-0.458,0.299,-0.299,-0.299,0,-0.821,-1.049,-1.89,-1.89,-1.352,1.89,-0.148,-1.352,0.629,-1.89,-1.89,-1.89,-1.352,-1.352,-1.049,-1.049,0.821,-1.049,-1.352,-0.299,1.89,1.352,-0.458,-0.821,-1.049,1.89,-0.821,-0.629,-0.299,-0.458,-0.458,-0.629,-1.89,0.821,1.352,0.629,0.148,-1.89,-1.352,1.049,1.352,1.352,1.89,1.89,1.352,0.148,0.629,-1.049,0.299,1.352,1.89,1.89,1.89,1.049,1.352
ANDHRA PRADESH,EAST GODAVARI,557,Payakaraopeta-GW,17.4,82.6,17.25,82.5,0.458,-0.148,-0.458,-0.821,-0.821,-0.821,-1.352,-1.352,-1.049,-1.352,-1.352,-1.89,-1.89,-1.89,-1.89,1.352,1.049,0.458,0.629,0.458,0.821,0.148,0.299,0.148,-0.458,-0.629,0.629,-0.148,-0.629,-0.299,-0.299,-0.821,-0.458,-0.629,-0.821,-1.352,-0.148,0,-1.352,-1.352,1.352,1.049,0.821,0.299,1.352,0.821,1.352,1.049,1.89,0.148,0.299,-0.458,-1.89,-0.148,-0.148,-0.148,0,-0.299,-0.299,-0.629,-1.049,-0.821,-1.049,-1.89,-1.049,-1.352,-1.89,-1.89,-1.352,-1.049,-1.049,-0.148,-0.629,0.299,1.352,0.821,0.299,1.352,1.89,1.89,1.89,1.89,1.89,1.89,1.352,1.049,0.821,0.299,-0.299,-0.458,-0.629,0,0.148,0.299,0,0.458,-0.299,-0.458,1.89,0.629,0.148,1.89,1.049,1.352,1.049,1.352,0.821,0.821,0.821,-0.299,-0.148,-0.629,1.89,0.821,1.352,0.629,-1.89,0.629,0.629,0.629,0.629,0.821,0,0.458,0.629,0.148,0.299,-0.299,0.299,-1.89,-1.89,-0.458,1.049,0.629,0.148,0.148,0,0.299,0,0.148,-0.821,-0.148,-0.148,0.299,0.148,1.89,1.049,1.89,0.458,0,-0.458,-0.458,-0.148,0.458,0.458,0,0,1.352,-0.629,-1.049,-1.352,-1.049,-1.049,-0.629,-0.299,0,0.148,-0.299,0.299,0.458,0.458,-0.299,-0.458,-0.629,-0.821,-1.049,-0.629,-0.458,-0.458,-0.821,-0.821,-1.352,-0.821,1.049,0.821,0.629,0.148,0.821,0.629,-0.821,-0.629,-1.049,-1.352,-1.049,-0.299,0,-0.148,-1.89,0.458,1.049,0.458,1.049,1.049,1.352
ANDHRA PRADESH,EAST GODAVARI,908,Mukkinada-GW,17,82,17,82,-0.148,-0.148,-0.299,-0.458,-0.299,-0.299,-0.299,0,0.148,0,-0.148,-0.299,-0.629,-0.299,-0.629,-0.629,-0.148,-0.458,-0.148,-0.299,-0.148,-0.148,-0.299,-0.458,-0.458,-0.458,-0.458,-0.299,-0.458,-0.148,0.148,0.148,-0.299,0.299,0,0.148,0.458,0.629,0.458,1.352,0.821,0.821,0.821,1.049,1.352,1.352,1.352,1.352,1.049,1.352,1.049,0.821,0.629,0.629,0.629,0.629,0.821,0.821,0.458,0.458,0.299,0,0.629,0.629,1.049,1.049,1.352,1.352,1.89,1.89,1.049,1.049,1.352,1.89,1.352,1.049,1.352,1.89,1.89,1.89,1.049,0.629,0.629,0.629,0.629,0.821,0.821,0.458,0.458,0.458,0.458,0.821,0.629,1.049,0.821,0.821,0.821,1.049,-0.148,-0.148,0,0,0.299,0.299,0.458,0.458,0.148,0,0,0.148,0,0,0.299,0.299,0,-0.148,0,-0.299,-0.458,-0.148,-0.299,0.458,0.299,0.148,0.148,0.148,-0.458,0.458,0.299,0.148,0.299,0.299,0.148,0.299,0.148,0.299,-1.352,-1.049,-1.352,-1.89,-0.821,-1.049,-1.352,-0.821,-0.821,-0.629,-1.049,-0.821,-0.629,-1.89,-0.629,-1.352,-1.89,-1.89,1.89,1.89,1.89,-1.049,1.89,1.89,1.89,1.352,1.049,-0.458,-0.629,-0.629,-0.821,-1.352,-1.049,-0.821,-0.821,-1.049,-0.821,-0.629,-0.821,-0.629,-1.352,-1.352,-1.89,-1.89,-1.89,-1.352,-1.89,-1.352,-1.049,-0.821,-1.049,-0.821,-1.049,-0.821,-1.049,-1.049,-1.352,-1.89,-1.352,-1.89,-1.89,-1.352,-1.89,-1.049,-0.458,-0.458,-0.629,-0.629
ANDHRA PRADESH,EAST GODAVARI,997,Rampachodavaram-GW,17.4,81.8,17.5,82,-0.629,-0.821,-0.458,-1.049,-1.049,-1.049,-1.352,-1.89,-1.352,-1.89,-1.352,-1.049,-1.049,-1.89,-1.049,-1.352,1.049,1.352,0.629,1.049,0.148,0.148,0.299,0.299,0,-0.629,0.821,1.352,0.629,0.629,0.299,0.148,0.458,0.629,0.821,-1.352,1.89,1.89,1.352,1.89,1.352,0.458,0.458,0.299,0.821,0.821,0.629,0.821,0.821,0,0.148,0,-0.299,-0.821,-1.049,-1.352,-0.821,-0.821,0,0.148,0.458,0.148,-0.821,-0.821,0,0.148,0,0,0.299,0.299,0.458,0.629,0.629,1.352,1.89,1.049,0.458,1.049,1.89,1.352,1.89,1.89,1.049,1.352,1.352,0.629,-0.299,0.148,-0.458,-0.148,-0.821,-1.049,-0.458,-0.458,-0.299,0,-0.299,-1.049,0,0.299,0.299,1.89,1.352,0.821,1.352,1.352,1.352,1.049,1.049,1.049,-0.148,-0.299,0.148,0.821,0.821,0.629,1.049,0.458,0.148,0.458,-0.148,-1.352,-1.89,-0.148,1.89,-0.299,-0.629,-0.458,0,0,-0.458,-0.299,0.299,0.299,-0.629,-0.629,-0.821,-0.629,-0.148,-0.299,-1.89,-1.049,-1.049,-0.821,-0.821,-0.458,0.458,0.458,-0.148,0,-0.458,-0.821,-0.629,-0.299,-0.629,-0.458,-0.458,-0.148,-1.352,-1.89,-1.89,-1.89,-1.89,1.89,-1.049,-1.352,-1.89,-1.89,-1.89,0.458,1.049,-0.458,-0.629,-0.458,-0.299,-0.629,-0.299,-0.629,-0.821,-0.629,-1.352,-0.299,0.299,0.821,0.821,0.299,0.148,-0.148,-0.148,-0.148,-0.148,-0.148,0.148,0.821,0.629,0.629,-1.352,-1.352,1.049,0.458,0.629,1.049,1.89,1.89
ANDHRA PRADESH,EAST GODAVARI,1105,Thondangi-2-GW,17.3,82.5,17.25,82.5,0.299,0.148,0,-0.821,-1.352,-1.352,-1.352,-1.352,-1.352,-1.352,-1.352,-1.352,-1.352,-1.89,-1.89,-1.89,-0.458,-0.629,-0.148,0.148,-0.629,-0.299,0,-0.148,-0.299,-0.629,-0.299,0,-0.299,0.821,1.352,1.352,0.299,0.299,0.148,0,0,0.299,0.299,0.299,-0.821,1.89,1.89,1.89,1.89,1.89,1.89,0.821,0.821,1.89,1.352,1.352,1.049,-0.148,-0.821,-0.821,0.148,0.148,0.458,0.299,0.629,0.821,0.821,0.458,-1.89,-1.89,-1.89,-1.89,-1.89,-1.89,-1.89,-1.89,-1.89,-1.352,-0.629,-0.629,0,0.299,0.148,0.821,1.352,1.352,0.629,0.629,1.049,1.352,1.049,1.049,1.352,0.458,0,-0.148,-0.821,-0.458,-0.299,-0.299,-0.821,-0.821,-1.049,-0.299,-0.148,0,0.629,0.629,1.049,0.821,0.821,0.458,0.458,0.458,0.458,0.148,1.89,1.352,1.049,0.458,0.629,0.458,0.299,0.148,0.148,0,-0.148,-0.148,0.299,0.148,0.821,0,0,-0.148,-0.458,-0.629,-0.458,-0.148,-0.458,-1.049,-1.049,-1.049,0.458,-0.629,-0.458,0,-0.148,-0.458,-0.148,-0.299,-0.821,0.821,0.821,1.049,-0.299,-1.049,-1.049,-1.049,-1.049,1.89,1.89,0.629,1.89,1.89,0.629,0.629,0.299,-0.299,-0.299,-0.821,-0.821,-0.821,-0.629,-0.458,0.148,-0.458,0.458,-0.299,-0.458,-0.458,-0.148,-0.629,-0.629,-1.049,-1.049,-1.049,-1.352,-1.352,-0.629,-0.458,-1.049,0.299,0.458,0.629,1.049,1.049,1.352,1.049,0.629,0.629,0.148,-0.821,-0.629,1.049,0.821,1.049,1.352,1.352
ANDHRA PRADESH,EAST GODAVARI,1159,Sampatinagaram-1-GW,16.9,81.9,17,81.75,-0.148,-1.049,-0.629,-1.049,-0.629,-0.629,-0.299,-1.049,-0.629,-0.821,0,-0.299,-0.821,-1.352,-1.352,-0.629,0,0.299,0.629,0.148,0.148,0,0.458,0.299,-0.299,-0.299,-0.458,0,-0.299,0,0.148,0.458,0.299,0.299,0.629,0,0.299,0,0.148,-0.148,0.299,-0.148,0.458,0.821,0.821,0.821,0.821,0.629,0,-0.148,0.299,-0.299,0.148,-0.299,0.299,0.299,0.629,0.629,0.299,-0.148,-0.458,-0.629,-1.049,-1.352,-0.148,0.148,0,-0.148,0,-0.148,-0.629,-0.629,0.821,0.458,0.821,0.629,0.821,0.821,1.352,1.049,1.352,1.049,-0.299,1.049,0.629,0.148,-0.299,-0.458,-1.352,-1.049,-1.89,-0.821,-0.458,-0.299,0.148,-0.458,-0.629,1.352,-0.148,1.049,0.458,1.89,1.049,0.629,1.049,0.458,1.049,0.458,1.352,1.049,1.049,0.299,1.352,1.352,0.821,1.352,0.458,0.148,-0.148,0.821,-1.89,-0.458,0,0.148,1.89,0.458,-0.148,-0.299,-0.299,-0.458,-0.821,0.148,1.89,0.299,1.89,1.352,-0.821,-0.458,-0.629,-0.629,-1.049,-1.049,-1.049,-0.821,0.148,1.89,-0.821,0.821,-0.458,-0.821,-1.049,-1.352,-0.821,-0.629,-0.458,-1.049,-1.352,-0.821,-1.89,-1.89,-1.89,-1.89,-1.352,-1.89,-1.89,-1.89,-1.89,-1.352,0.458,0.629,1.352,-0.821,-1.049,-1.352,-0.821,0,-1.352,-1.352,-1.352,-1.89,-1.049,-1.89,0.629,0.458,1.049,1.049,-0.458,-0.458,-0.148,1.352,1.89,1.89,1.049,0.821,0.458,1.89,0.629,0.629,1.89,1.89,1.89,1.89,1.352,1.352
ANDHRA PRADESH,VIZIANAGARAM,273,T.Boddavara-GW,18.2,83.1,18.25,83.25,0.457851931,0.628904218,0.820792088,-0.457851931,-0.29930691,-0.457851931,-0.628904218,-0.628904218,-0.628904218,-0.628904218,-0.628904218,-0.457851931,-1.049131398,-1.35170224,-1.049131398,-0.820792088,1.35170224,1.35170224,0.457851931,0.29930691,0.14798711,-0.457851931,0.29930691,0.457851931,-0.14798711,-0.29930691,0,0.14798711,-0.457851931,-0.29930691,-0.14798711,-0.457851931,-0.29930691,-0.820792088,-0.820792088,-0.820792088,-0.628904218,1.049131398,0.29930691,0,1.049131398,-0.14798711,0,-0.14798711,0.628904218,0,1.35170224,1.35170224,0.14798711,-0.628904218,-0.14798711,-0.14798711,-0.628904218,-1.049131398,-1.049131398,-1.35170224,-1.049131398,-1.35170224,-1.35170224,-1.049131398,-1.35170224,-1.049131398,-1.35170224,-1.35170224,-1.049131398,-0.628904218,-0.820792088,-0.820792088,-0.820792088,-1.049131398,-1.049131398,-1.35170224,-0.820792088,0,0.457851931,0.820792088,-0.14798711,0.820792088,1.88950996,1.88950996,1.88950996,1.88950996,1.88950996,1.88950996,1.88950996,1.88950996,1.88950996,1.88950996,0.457851931,0,1.049131398,1.049131398,1.35170224,1.049131398,0.820792088,1.049131398,0,-0.457851931,-0.628904218,0.457851931,0.628904218,1.049131398,1.35170224,1.35170224,0.820792088,0.29930691,0.628904218,0.820792088,0.628904218,0.14798711,0.628904218,0.29930691,0.29930691,0.457851931,0.628904218,0.457851931,0.29930691,0.14798711,-0.14798711,0,-0.457851931,-0.14798711,-0.29930691,0.628904218,0.820792088,0.628904218,0.820792088,0.820792088,1.049131398,0.628904218,0.457851931,-0.14798711,0.820792088,0.29930691,0.14798711,1.35170224,0.14798711,0.14798711,0.29930691,0.628904218,-0.14798711,-0.29930691,-0.29930691,-0.29930691,0.29930691,0.457851931,1.35170224,1.049131398,1.88950996,1.88950996,0.14798711,0,-0.457851931,0.457851931,-0.457851931,-0.628904218,1.049131398,0.820792088,-0.457851931,-0.628904218,-1.88950996,-1.35170224,-1.35170224,-0.29930691,-1.88950996,-0.14798711,0.14798711,0.29930691,-0.29930691,-0.820792088,-0.820792088,-1.88950996,-1.35170224,-1.88950996,-1.88950996,-1.88950996,-1.35170224,-1.88950996,-1.88950996,-1.88950996,-1.88950996,-1.88950996,-1.88950996,-1.049131398,0,0.29930691,-0.457851931,0.14798711,0,1.35170224,1.049131398,0.628904218,1.35170224,1.35170224,1.049131398,-0.29930691,-0.820792088,-0.820792088,-0.29930691,-1.049131398,0.457851931,0.820792088,0,0.14798711
ANDHRA PRADESH,VIZIANAGARAM,621,Bhogapuram-2-GW,18,83.5,18,83.5,0,0.457851931,-0.14798711,-0.29930691,-0.628904218,-0.820792088,-1.88950996,-1.35170224,-1.88950996,-1.35170224,-1.35170224,-1.88950996,-1.88950996,-1.35170224,-1.88950996,-1.35170224,-0.14798711,1.35170224,0.29930691,0.457851931,0.14798711,0,-0.14798711,-0.14798711,-0.14798711,0,1.35170224,1.049131398,0.457851931,0.29930691,1.35170224,0,0,-0.29930691,-0.29930691,-0.29930691,-0.457851931,0.820792088,0.29930691,0.457851931,1.049131398,0,-0.14798711,0.14798711,0.29930691,0.14798711,0.14798711,0,0.14798711,-0.29930691,0.628904218,0.628904218,0.14798711,-0.14798711,-0.29930691,-0.29930691,-0.29930691,-0.457851931,-0.628904218,-0.820792088,-0.628904218,-1.049131398,-1.35170224,-1.88950996,-1.35170224,-0.628904218,-0.628904218,-1.049131398,-1.35170224,-1.049131398,-1.049131398,-0.457851931,-0.29930691,0.628904218,0.457851931,0.29930691,-0.29930691,0.457851931,1.88950996,1.88950996,1.88950996,1.88950996,1.88950996,1.88950996,1.049131398,1.049131398,0.820792088,0.820792088,0,-0.29930691,-0.457851931,-0.457851931,-0.457851931,-0.628904218,-0.457851931,-0.628904218,-0.820792088,-0.820792088,-0.820792088,-0.457851931,-0.457851931,1.049131398,0.628904218,1.049131398,0.628904218,0.628904218,0.820792088,0.820792088,0.628904218,0.14798711,0,0.14798711,0.628904218,0.628904218,0.820792088,0.628904218,0.820792088,0.820792088,0.29930691,0.628904218,0.457851931,0.29930691,-0.457851931,-0.14798711,1.88950996,0.820792088,0.457851931,0.820792088,1.35170224,1.049131398,1.049131398,0.457851931,1.88950996,1.35170224,1.88950996,1.35170224,0.820792088,1.88950996,1.049131398,1.35170224,1.049131398,1.35170224,1.35170224,1.35170224,1.35170224,1.88950996,1.049131398,1.88950996,1.35170224,0.14798711,0.14798711,0.29930691,0.457851931,0.457851931,0.457851931,0.14798711,0.29930691,-0.14798711,-0.628904218,-1.049131398,-1.049131398,-1.35170224,-1.35170224,-0.628904218,-0.820792088,-1.88950996,-1.88950996,-1.049131398,-1.049131398,-0.628904218,0.14798711,0,-0.820792088,-1.049131398,-0.820792088,-0.820792088,-1.049131398,-0.820792088,-0.820792088,-1.35170224,-1.35170224,-1.88950996,-1.049131398,-0.628904218,0.29930691,-0.457851931,-1.049131398,-1.88950996,-0.628904218,-0.14798711,0.628904218,1.049131398,0.820792088,-0.457851931,-0.29930691,-0.820792088,-1.88950996,-1.88950996,0,-0.14798711,-0.14798711,0.29930691,0,0.29930691
